Departure Time,Duration,Price,Airline Code,Number of Stops,Origin Country,Destination Country
2024-09-22T21:00:00,35.13333333333333,910.16,QR,2,Azerbaijan,Mexico
2024-07-01T04:20:00,9.666666666666666,3216.40,LH,2,Azerbaijan,Monaco
2024-10-31T21:50:00,19.75,620.30,QR,2,Azerbaijan,Montenegro
2024-09-03T07:20:00,,267.90,J2,2,Azerbaijan,Morocco
2024-09-12T21:20:00,45.833333333333336,2794.56,J2,2,Azerbaijan,Mozambique
2024-08-23T21:00:00,34.916666666666664,699.65,MH,2,Azerbaijan,Myanmar
2024-09-02T13:35:00,29.916666666666668,1189.10,QR,2,Azerbaijan,Namibia
2025-05-08T15:25:00,26.583333333333332,1784.60,GF,2,Azerbaijan,Netherlands
2024-09-06T04:25:00,45.5,3489.50,LH,2,Azerbaijan,New Zealand
2024-07-24T22:15:00,17.25,1518.10,J2,2,Azerbaijan,Niger
2024-11-21T21:55:00,17.833333333333332,822.18,MS,2,Azerbaijan,Nigeria
2025-03-20T21:50:00,28.5,685.20,QR,2,Azerbaijan,Norway
2025-01-19T18:10:00,9.333333333333334,561.90,EK,1,Azerbaijan,Oman
2024-07-12T21:00:00,27.5,793.20,J2,1,Azerbaijan,Pakistan
2024-12-22T22:05:00,43.1,1703.95,EK,2,Azerbaijan,Panama
2024-09-25T13:35:00,34.25,921.60,QR,2,Azerbaijan,Paraguay
2024-11-21T18:10:00,37.583333333333336,1637.70,EK,2,Azerbaijan,Peru
2024-08-17T05:35:00,33.583333333333336,654.30,TK,1,Azerbaijan,Philippines
2025-01-10T04:40:00,14.333333333333334,375.10,LH,1,Azerbaijan,Portugal
2024-11-15T22:05:00,13.166666666666666,338.35,FZ,1,Azerbaijan,Qatar
2024-10-20T02:50:00,,249.70,PC,2,Azerbaijan,Romania
2025-03-11T18:10:00,58.5,1014.88,EK,2,Azerbaijan,Rwanda
2024-12-01T21:50:00,49.43333333333333,855.50,QR,2,Azerbaijan,Saint Kitts and Nevis
2025-02-19T22:20:00,49.25,6321.40,CZ,2,Azerbaijan,Saint Lucia
2025-01-27T04:40:00,43.083333333333336,2704.10,LH,2,Azerbaijan,Saint Vincent and the Grenadines
2024-09-17T13:35:00,35.333333333333336,1916.00,QR,2,Azerbaijan,Samoa
2025-02-12T17:35:00,29.75,727.50,TK,1,Azerbaijan,Senegal
2024-12-05T21:50:00,21.5,647.00,QR,2,Azerbaijan,Serbia
2024-07-22T21:55:00,30.5,764.50,TK,1,Azerbaijan,Sierra Leone
2024-12-01T22:05:00,22.75,2073.40,EK,2,Azerbaijan,Singapore
2025-01-01T04:40:00,34.75,430.90,LH,2,Azerbaijan,Slovenia
2025-03-05T04:40:00,31.416666666666668,1355.60,LH,2,Azerbaijan,Somalia
2025-02-03T04:40:00,,597.80,LH,2,Azerbaijan,South Africa
2025-01-02T21:55:00,11.083333333333334,784.90,TK,1,Azerbaijan,South Sudan
2024-10-07T00:30:00,15.916666666666666,2062.20,J2,2,Azerbaijan,Sweden
2025-04-24T15:25:00,19.5,1171.40,GF,2,Azerbaijan,Switzerland
2024-12-27T08:15:00,15.75,551.60,TK,1,Azerbaijan,Tajikistan
2025-03-12T18:10:00,,911.40,EK,2,Azerbaijan,Thailand
2024-10-03T13:35:00,33.583333333333336,906.20,QR,2,Azerbaijan,Trinidad and Tobago
2025-01-03T04:40:00,33.416666666666664,534.00,LH,2,Azerbaijan,Tunisia
2025-01-27T19:30:00,19.833333333333332,620.30,KU,1,Azerbaijan,Turkey
2025-03-16T22:05:00,13.416666666666666,879.10,EK,1,Azerbaijan,Uganda
2024-07-07T13:50:00,7.916666666666667,346.36,X1,1,Azerbaijan,United Arab Emirates
2024-07-19T12:30:00,29.25,3053.20,KU,1,Azerbaijan,United Kingdom
2025-01-13T18:10:00,20.5,762.10,EK,1,Azerbaijan,United Republic of Tanzania
2024-12-02T04:25:00,21.583333333333332,804.20,LH,2,Azerbaijan,United States of America
2024-10-29T21:50:00,,944.00,QR,2,Azerbaijan,Uruguay
2024-12-14T12:30:00,25.666666666666668,499.86,XY,2,Azerbaijan,Uzbekistan
2024-08-29T21:00:00,58.333333333333336,1750.10,QR,2,Azerbaijan,Vanuatu
2024-07-15T13:35:00,57.583333333333336,899.85,QR,2,Azerbaijan,Venezuela
2024-12-05T14:40:00,,618.90,QR,2,Azerbaijan,Viet Nam
2024-12-10T14:40:00,35.25,734.80,QR,2,Azerbaijan,Zambia
2025-04-04T04:30:00,34.083333333333336,1161.60,LH,2,Azerbaijan,Zimbabwe
2024-09-13T12:30:00,18.25,841.70,AC,2,Bahamas,Algeria
2024-07-30T15:15:00,20.5,372.60,B6,1,Bahamas,Antigua and Barbuda
2025-04-26T14:53:00,16.116666666666667,1397.60,UA,1,Bahamas,Argentina
2024-11-10T14:55:00,,7977.60,UA,2,Bahamas,Armenia
2025-05-20T16:55:00,48.083333333333336,1305.30,UA,2,Bahamas,Australia
2024-07-01T12:50:00,17.666666666666668,1944.50,UA,2,Bahamas,Austria
2025-01-12T14:44:00,37.43333333333333,904.10,QR,2,Bahamas,Azerbaijan
2024-11-29T14:31:00,28.566666666666666,1457.80,QR,2,Bahamas,Bahrain
2025-03-03T21:20:00,48.916666666666664,1246.00,QR,2,Bahamas,Bangladesh
2024-10-22T14:20:00,24.916666666666668,2351.00,VS,2,Bahamas,Barbados
2025-03-31T14:33:00,22.45,1811.10,UA,2,Bahamas,Belgium
2025-05-27T14:33:00,22.7,2708.50,UA,2,Bahamas,Belize
2024-12-13T11:55:00,29.666666666666668,1243.20,AC,2,Bahamas,Benin
2024-12-06T11:37:00,15.55,518.95,CM,2,Bahamas,Bolivia
2024-10-19T14:33:00,50.61666666666667,5287.50,UA,2,Bahamas,Bosnia and Herzegovina
2024-11-26T15:25:00,38.166666666666664,1781.53,WS,2,Bahamas,Brazil
2024-07-14T15:15:00,62.666666666666664,6303.30,B6,2,Bahamas,Brunei Darussalam
2024-11-30T11:55:00,23.083333333333332,3344.30,AC,2,Bahamas,Bulgaria
2024-08-10T12:50:00,21.916666666666668,997.90,UA,2,Bahamas,Burkina Faso
2025-02-22T21:20:00,30.083333333333332,1547.80,QR,2,Bahamas,Cambodia
2024-09-02T18:20:00,48.583333333333336,1125.60,B6,2,Bahamas,Cameroon
2024-10-13T14:53:00,20.733333333333334,487.60,UA,1,Bahamas,Canada
2024-08-12T12:30:00,29.25,1178.50,AC,2,Bahamas,Chad
2025-02-22T18:46:00,49.983333333333334,1805.00,IB,2,Bahamas,Chile
2024-10-15T14:33:00,36.86666666666667,4112.60,UA,2,Bahamas,China
2025-01-12T15:56:00,31.15,884.60,UA,2,Bahamas,Colombia
2024-07-28T15:20:00,44.666666666666664,1549.20,AF,2,Bahamas,Congo
2024-11-15T21:20:00,32.916666666666664,2223.00,QR,2,Bahamas,Ivory Coast
2024-11-23T11:55:00,17.083333333333332,3357.60,AC,2,Bahamas,Croatia
2024-07-17T14:33:00,41.11666666666667,5122.40,UA,2,Bahamas,Cyprus
2025-03-12T15:56:00,40.983333333333334,1390.60,UA,2,Bahamas,Czech Republic
2025-04-08T12:50:00,19.25,870.80,UA,2,Bahamas,Denmark
2025-04-13T13:15:00,27.666666666666668,1947.60,UA,2,Bahamas,Dominica
2024-11-13T15:35:00,34.733333333333334,410.53,B6,2,Bahamas,Dominican Republic
2025-05-01T13:15:00,35.166666666666664,887.60,UA,2,Bahamas,Ecuador
2025-05-18T13:15:00,40.583333333333336,18101.29,UA,2,Bahamas,Egypt
2025-03-01T17:30:00,22.9,999.10,UA,2,Bahamas,El Salvador
2024-09-22T14:33:00,23.533333333333335,7050.80,UA,2,Bahamas,Equatorial Guinea
2024-10-09T12:30:00,50.416666666666664,3500.70,AC,2,Bahamas,Eritrea
2024-09-13T12:30:00,27.083333333333332,1422.30,AC,2,Bahamas,Estonia
2024-11-07T21:50:00,42.25,1336.40,QR,2,Bahamas,Ethiopia
2024-08-02T12:50:00,24.666666666666668,3540.60,UA,2,Bahamas,Fiji
2025-02-28T14:55:00,,870.80,UA,2,Bahamas,Finland
2024-09-08T13:21:00,18.483333333333334,1235.50,VS,2,Bahamas,France
2024-10-14T13:21:00,24.316666666666666,1523.40,AF,2,Bahamas,Gabon
2025-02-13T13:45:00,24.416666666666668,3619.60,AC,2,Bahamas,Gambia
2024-09-22T14:33:00,13.033333333333333,1397.90,UA,2,Bahamas,Germany
2025-04-29T14:33:00,38.53333333333333,6024.10,UA,2,Bahamas,Ghana
2024-10-12T12:15:00,,1031.30,IB,2,Bahamas,Greece
2025-04-21T15:25:00,16.75,1827.00,WS,2,Bahamas,Grenada
2024-08-20T07:45:00,13.066666666666666,361.60,UP,2,Bahamas,Guatemala
2024-12-03T13:45:00,20.916666666666668,1713.90,AC,2,Bahamas,Guyana
2024-10-17T15:50:00,18.766666666666666,568.10,B6,2,Bahamas,Haiti
2025-04-19T13:15:00,27.2,2026.60,UA,2,Bahamas,Honduras
2025-03-18T14:55:00,,1410.80,UA,2,Bahamas,Hungary
2025-01-14T13:20:00,,995.30,KL,2,Bahamas,Iceland
2024-11-30T15:57:00,43.38333333333333,1992.60,UA,2,Bahamas,India
2024-11-29T14:31:00,36.4,1276.80,QR,2,Bahamas,Indonesia
2025-04-03T14:33:00,22.95,1286.30,UA,2,Bahamas,Iran
2024-08-12T22:00:00,46.25,1552.00,QR,2,Bahamas,Iraq
2025-02-07T11:20:00,12.916666666666666,777.50,WS,1,Bahamas,Ireland
2025-05-09T11:05:00,22.416666666666668,8072.60,3M,2,Bahamas,Israel
2025-03-27T12:55:00,18.75,4850.80,UA,2,Bahamas,Italy
2024-11-20T18:20:00,30.583333333333332,2148.10,B6,2,Bahamas,Jamaica
2024-07-15T14:33:00,35.45,2158.60,UA,2,Bahamas,Japan
2024-07-28T13:15:00,30.333333333333332,893.30,UA,2,Bahamas,Jordan
2025-02-13T12:55:00,29.333333333333332,2261.40,UA,2,Bahamas,Kuwait
2025-03-04T21:20:00,42.916666666666664,1529.40,QR,2,Bahamas,Kyrgyzstan
2024-08-21T12:30:00,47.5,903.10,AC,2,Bahamas,Lao
2025-03-04T14:55:00,16.333333333333332,1110.80,UA,2,Bahamas,Latvia
2025-03-16T17:30:00,,2269.60,UA,2,Bahamas,Lebanon
2024-08-28T12:50:00,36.833333333333336,7402.50,UA,2,Bahamas,Lesotho
2024-10-07T12:30:00,39.5,643.50,AC,2,Bahamas,Luxembourg
2024-11-04T12:55:00,41.416666666666664,6671.30,UA,2,Bahamas,Malawi
2024-12-03T14:31:00,34.4,1323.80,QR,2,Bahamas,Malaysia
2024-08-12T12:30:00,27.166666666666668,3973.00,AC,2,Bahamas,Mali
2025-02-09T12:55:00,17.833333333333332,1409.20,UA,2,Bahamas,Malta
2024-07-26T15:20:00,42.583333333333336,1688.10,AF,2,Bahamas,Mauritania
2024-08-18T12:30:00,34.5,3477.00,AC,2,Bahamas,Mauritius
2024-12-27T14:35:00,20.5,2606.26,UA,1,Bahamas,Mexico
2025-03-19T14:35:00,54.666666666666664,2222.30,UA,2,Bahamas,Micronesia
2024-10-06T12:30:00,22.166666666666668,1194.50,AC,2,Bahamas,Montenegro
2025-01-03T12:45:00,18.333333333333332,1217.00,IB,2,Bahamas,Morocco
2025-01-20T12:55:00,35.583333333333336,5976.75,UA,2,Bahamas,Myanmar
2024-08-19T14:33:00,36.2,2363.50,UA,2,Bahamas,Namibia
2024-12-05T12:55:00,22.083333333333332,2243.10,UA,2,Bahamas,Netherlands
2024-12-17T10:00:00,25.833333333333332,7210.80,AS,2,Bahamas,New Zealand
2024-11-21T14:55:00,,2050.60,UA,2,Bahamas,Nicaragua
2025-03-01T17:05:00,40.916666666666664,2788.80,AF,2,Bahamas,Niger
2025-04-08T14:33:00,21.366666666666667,990.80,UA,2,Bahamas,Nigeria
2024-07-15T14:21:00,23.066666666666666,5237.80,QR,2,Bahamas,Oman
2024-07-31T12:15:00,28.25,3729.80,QR,2,Bahamas,Pakistan
2024-07-11T14:33:00,24.766666666666666,938.85,UA,2,Bahamas,Panama
2024-10-16T12:30:00,,6605.30,AC,2,Bahamas,Papua New Guinea
2024-11-08T16:30:00,29.533333333333335,1102.85,UP,2,Bahamas,Paraguay
2024-08-20T11:30:00,,2482.60,UP,2,Bahamas,Peru
2025-03-02T15:56:00,49.9,2368.20,UA,2,Bahamas,Philippines
2024-12-21T11:55:00,,1144.90,AC,2,Bahamas,Poland
2024-08-23T14:33:00,15.866666666666667,1670.30,UA,2,Bahamas,Portugal
2025-03-21T22:20:00,18.583333333333332,1332.65,QR,1,Bahamas,Qatar
2024-12-14T13:15:00,20.833333333333332,1405.10,IB,2,Bahamas,Romania
2025-02-06T13:45:00,17.583333333333332,2714.16,AC,2,Bahamas,Russian Federation
2025-03-06T17:05:00,43.333333333333336,1334.10,AF,2,Bahamas,Rwanda
2024-12-15T15:35:00,25.916666666666668,644.83,B6,2,Bahamas,Saint Kitts and Nevis
2025-03-28T14:35:00,21.666666666666668,1932.00,UA,2,Bahamas,Saint Lucia
2024-09-23T14:55:00,,702.75,BW,2,Bahamas,Saint Vincent and the Grenadines
2024-12-15T10:00:00,32.583333333333336,3093.60,AS,2,Bahamas,Samoa
2024-12-02T14:55:00,29.083333333333332,2289.80,UA,2,Bahamas,Senegal
2024-11-12T18:20:00,20.166666666666668,1006.80,B6,2,Bahamas,Serbia
2024-10-21T22:00:00,50.416666666666664,1474.00,QR,2,Bahamas,Seychelles
2024-07-25T18:20:00,50.083333333333336,1313.60,B6,2,Bahamas,Sierra Leone
2024-11-21T14:35:00,40.666666666666664,1122.60,UA,2,Bahamas,Singapore
2024-10-15T12:30:00,37.583333333333336,6507.80,AC,2,Bahamas,Somalia
2025-04-03T14:53:00,44.86666666666667,1098.20,UA,2,Bahamas,South Africa
2024-07-04T12:30:00,66.58333333333333,1632.80,AC,2,Bahamas,South Sudan
2025-03-22T17:30:00,35.083333333333336,6022.60,UA,2,Bahamas,Spain
2024-09-16T14:33:00,36.7,4010.50,UA,2,Bahamas,Sri Lanka
2025-01-22T15:25:00,46.083333333333336,577.35,WS,2,Bahamas,Suriname
2024-11-07T15:35:00,38.166666666666664,1371.70,B6,2,Bahamas,Sweden
2024-07-29T12:30:00,15.833333333333334,625.50,AC,1,Bahamas,Switzerland
2024-11-04T21:20:00,50.75,1676.40,QR,2,Bahamas,Thailand
2025-01-11T13:05:00,40.333333333333336,2337.10,UA,2,Bahamas,Togo
2024-10-19T14:53:00,26.45,3052.60,UA,2,Bahamas,Tonga
2025-04-13T12:37:00,13.1,346.95,CM,1,Bahamas,Trinidad and Tobago
2024-09-11T12:40:00,43.5,1474.20,QR,2,Bahamas,Tunisia
2024-10-03T14:33:00,20.45,5170.80,UA,2,Bahamas,Turkey
2025-04-28T14:33:00,28.95,7433.80,UA,2,Bahamas,Uganda
2025-04-06T13:15:00,45.333333333333336,1454.00,UA,2,Bahamas,United Arab Emirates
2025-04-12T16:05:00,23.583333333333332,1372.60,UA,2,Bahamas,United Kingdom
2025-03-10T12:55:00,12.916666666666666,1880.30,UA,2,Bahamas,United States of America
2024-11-13T07:30:00,13.233333333333333,920.70,UP,2,Bahamas,Venezuela
2025-03-24T12:55:00,37.333333333333336,2396.30,UA,2,Bahamas,Zambia
2025-02-04T20:50:00,42.833333333333336,652.70,WY,2,Bahrain,Algeria
2024-09-03T22:20:00,40.083333333333336,1425.30,QR,2,Bahrain,Angola
2024-10-09T11:00:00,33.5,1089.20,QR,2,Bahrain,Antigua and Barbuda
2024-11-03T22:55:00,27.5,2142.50,AF,2,Bahrain,Argentina
2024-10-04T02:15:00,22.75,275.80,PC,2,Bahrain,Armenia
2024-12-22T17:50:00,20.5,1058.10,QR,2,Bahrain,Australia
2025-05-15T22:55:00,9.333333333333334,3224.40,EY,1,Bahrain,Austria
2025-03-20T08:30:00,7.666666666666667,1448.40,EK,1,Bahrain,Azerbaijan
2025-05-28T23:45:00,43.05,1943.46,LH,2,Bahrain,Bahamas
2024-09-08T11:00:00,13.583333333333334,165.60,QR,1,Bahrain,Bangladesh
2024-07-27T09:35:00,34.43333333333333,1710.00,QR,2,Bahrain,Barbados
2024-10-31T04:35:00,10.75,655.90,QR,1,Bahrain,Belgium
2024-11-17T09:45:00,36.65,876.00,B6,2,Bahrain,Belize
2024-09-20T03:30:00,10.75,791.30,ET,1,Bahrain,Benin
2025-04-12T22:55:00,36.083333333333336,8622.60,EY,2,Bahrain,Bolivia
2024-08-17T01:15:00,13.333333333333334,599.40,TK,1,Bahrain,Bosnia and Herzegovina
2025-02-17T22:20:00,15.833333333333334,589.90,QR,2,Bahrain,Botswana
2025-03-26T23:40:00,46.666666666666664,1659.76,LH,2,Bahrain,Brazil
2025-05-07T10:25:00,12.583333333333334,936.30,GF,1,Bahrain,Bulgaria
2024-08-04T18:15:00,20.166666666666668,896.50,KU,2,Bahrain,Burundi
2025-01-04T23:40:00,44.583333333333336,5443.86,LX,2,Bahrain,Cabo Verde
2025-02-03T23:45:00,14.833333333333334,854.50,GF,1,Bahrain,Cambodia
2024-07-30T18:25:00,18.583333333333332,1002.70,FZ,2,Bahrain,Cameroon
2025-04-07T23:45:00,25.833333333333332,825.06,LH,2,Bahrain,Canada
2025-04-11T18:00:00,43.666666666666664,995.16,GF,2,Bahrain,Central African Republic
2025-01-11T22:55:00,14.5,1059.18,EY,2,Bahrain,Chad
2025-05-11T20:35:00,,2977.50,GF,2,Bahrain,China
2024-08-30T20:05:00,25.583333333333332,1838.90,KL,2,Bahrain,Colombia
2025-05-15T19:10:00,18.666666666666668,852.50,KU,2,Bahrain,Comoros
2024-07-04T01:30:00,27.816666666666666,4124.98,GF,2,Bahrain,Costa Rica
2024-10-26T01:40:00,14.666666666666666,858.90,EK,1,Bahrain,Ivory Coast
2025-02-23T02:00:00,8.416666666666666,580.40,TK,1,Bahrain,Croatia
2024-10-08T02:20:00,36.166666666666664,1269.40,TK,1,Bahrain,Cuba
2025-04-09T22:55:00,36.75,2220.40,EY,2,Bahrain,Cyprus
2025-01-23T17:15:00,22.5,701.18,MS,1,Bahrain,Denmark
2024-12-15T03:50:00,10.083333333333334,346.20,EK,1,Bahrain,Djibouti
2024-08-15T22:20:00,,1729.03,QR,2,Bahrain,Dominican Republic
2024-10-22T01:15:00,27.333333333333332,3935.40,TK,2,Bahrain,Ecuador
2024-07-04T09:45:00,11.75,825.19,A3,1,Bahrain,Egypt
2024-08-11T23:45:00,45.35,1267.56,UA,2,Bahrain,El Salvador
2025-01-02T23:40:00,22.333333333333332,7295.06,LH,1,Bahrain,Equatorial Guinea
2025-03-20T19:10:00,16.083333333333332,1167.90,KU,2,Bahrain,Eritrea
2025-01-10T04:35:00,19.833333333333332,826.10,QR,2,Bahrain,Estonia
2025-03-10T22:20:00,19.833333333333332,640.50,QR,2,Bahrain,Eswatini
2025-03-17T23:40:00,30.75,6834.86,LH,1,Bahrain,Ethiopia
2024-07-14T01:30:00,11.666666666666666,979.70,GF,1,Bahrain,Finland
2025-06-23T19:10:00,19.5,745.40,KU,1,Bahrain,France
2025-03-11T02:00:00,30.75,655.10,TK,1,Bahrain,Gambia
2024-10-19T23:45:00,27.333333333333332,797.96,LH,2,Bahrain,Georgia
2025-03-03T09:55:00,11.416666666666666,450.20,EK,1,Bahrain,Germany
2025-04-18T18:00:00,20.333333333333332,934.66,GF,2,Bahrain,Ghana
2025-02-08T04:35:00,13.666666666666666,795.60,QR,2,Bahrain,Greece
2024-08-04T22:20:00,31.55,1882.40,B6,2,Bahrain,Grenada
2024-07-03T21:55:00,21.666666666666668,1240.70,FZ,2,Bahrain,Guinea
2024-11-12T22:20:00,,2105.60,QR,2,Bahrain,Guinea Bissau
2024-09-03T04:35:00,37.016666666666666,1215.00,B6,2,Bahrain,Haiti
2025-04-27T16:55:00,15.166666666666666,690.60,QR,1,Bahrain,Hungary
2024-12-07T01:50:00,10.333333333333334,260.70,EK,1,Bahrain,India
2024-12-18T11:00:00,16.083333333333332,623.60,QR,1,Bahrain,Indonesia
2025-02-03T21:15:00,11.083333333333334,473.70,EK,1,Bahrain,Iran
2024-11-02T09:55:00,8.666666666666666,453.20,EK,1,Bahrain,Iraq
2025-05-19T20:30:00,14.5,1856.50,GF,1,Bahrain,Ireland
2025-02-15T17:50:00,,342.00,QR,2,Bahrain,Israel
2025-01-21T22:55:00,21.083333333333332,607.40,EY,1,Bahrain,Italy
2025-03-10T04:35:00,,1768.10,CX,2,Bahrain,Jamaica
2024-09-05T03:40:00,22.666666666666668,1064.60,EK,2,Bahrain,Japan
2024-12-25T03:50:00,17.833333333333332,300.70,EK,1,Bahrain,Jordan
2025-02-14T19:50:00,35.166666666666664,470.36,XY,2,Bahrain,Kazakhstan
2025-04-08T20:20:00,16.583333333333332,915.60,GF,2,Bahrain,Kenya
2024-12-02T08:30:00,6.833333333333333,302.20,FZ,1,Bahrain,Kuwait
2024-09-07T06:10:00,19.333333333333332,630.40,TK,1,Bahrain,Kyrgyzstan
2025-02-13T23:35:00,31.333333333333332,677.70,UL,2,Bahrain,Lao
2025-04-22T01:20:00,12.833333333333334,1230.00,GF,1,Bahrain,Latvia
2025-05-21T20:35:00,17.25,4480.75,GF,2,Bahrain,Lebanon
2024-11-12T22:20:00,18.666666666666668,2817.90,QR,2,Bahrain,Lesotho
2025-02-16T20:20:00,24.333333333333332,994.20,GF,2,Bahrain,Liberia
2024-08-09T03:40:00,12.666666666666666,682.60,EK,2,Bahrain,Lithuania
2024-08-06T20:15:00,15.166666666666666,733.50,GF,2,Bahrain,Luxembourg
2024-08-21T22:20:00,39.833333333333336,851.60,QR,2,Bahrain,Madagascar
2024-12-06T03:30:00,37.25,782.30,ET,2,Bahrain,Malawi
2025-05-22T17:55:00,18.25,7618.00,EY,2,Bahrain,Malaysia
2025-03-06T02:00:00,32.333333333333336,537.40,TK,1,Bahrain,Maldives
2025-04-11T19:10:00,,884.10,KU,2,Bahrain,Mali
2024-10-08T01:30:00,11.25,1009.00,GF,1,Bahrain,Malta
2024-10-07T18:35:00,31.916666666666668,728.68,MS,2,Bahrain,Mauritania
2024-08-27T15:40:00,20.333333333333332,760.60,QR,2,Bahrain,Mauritius
2025-06-06T23:45:00,32.75,953.62,LH,1,Bahrain,Mexico
2024-10-20T22:20:00,16.833333333333332,408.60,QR,1,Bahrain,Monaco
2025-04-02T16:55:00,37.916666666666664,678.80,QR,2,Bahrain,Mongolia
2024-10-04T09:05:00,26.75,779.90,GF,2,Bahrain,Montenegro
2024-12-28T18:15:00,21.333333333333332,569.68,MS,1,Bahrain,Morocco
2025-01-31T18:15:00,45.416666666666664,618.18,MS,2,Bahrain,Mozambique
2025-02-07T14:30:00,16.583333333333332,858.65,GF,1,Bahrain,Myanmar
2025-03-22T04:35:00,33.333333333333336,986.50,QR,2,Bahrain,Namibia
2024-08-26T01:15:00,9.5,527.40,TK,1,Bahrain,Netherlands
2025-03-23T20:50:00,45.083333333333336,792.30,WY,2,Bahrain,New Zealand
2025-05-25T03:30:00,,615.60,ET,1,Bahrain,Niger
2024-10-01T02:20:00,18.833333333333332,749.40,TK,1,Bahrain,Nigeria
2025-02-16T01:20:00,14.75,1055.00,GF,1,Bahrain,North Macedonia
2024-10-05T03:20:00,20.916666666666668,1132.30,AF,2,Bahrain,Norway
2025-04-02T22:55:00,10.583333333333334,1141.40,EY,1,Bahrain,Oman
2025-04-02T09:50:00,19.25,869.10,GF,2,Bahrain,Pakistan
2024-07-10T23:45:00,38.95,1267.31,UA,2,Bahrain,Panama
2024-09-15T22:50:00,23.166666666666668,2792.40,EY,2,Bahrain,Papua New Guinea
2025-01-19T22:55:00,38.583333333333336,9324.80,EY,2,Bahrain,Paraguay
2024-08-19T04:05:00,43.75,2203.80,AF,2,Bahrain,Peru
2024-10-18T22:20:00,,368.60,QR,1,Bahrain,Philippines
2025-04-24T16:55:00,15.75,732.60,QR,1,Bahrain,Poland
2024-11-25T08:30:00,13.75,686.70,EK,1,Bahrain,Portugal
2024-10-05T10:35:00,11.083333333333334,287.05,EY,1,Bahrain,Qatar
2025-05-27T22:55:00,21.833333333333332,7774.10,EY,2,Bahrain,Romania
2025-02-10T10:40:00,9.083333333333334,644.15,EY,1,Bahrain,Russian Federation
2025-04-18T18:00:00,17.083333333333332,1105.16,GF,2,Bahrain,Rwanda
2024-07-29T18:35:00,54.083333333333336,3057.58,MS,2,Bahrain,Saint Vincent and the Grenadines
2024-11-12T15:45:00,25.666666666666668,1468.90,QR,2,Bahrain,Samoa
2024-12-11T22:20:00,40.166666666666664,1257.90,QR,2,Bahrain,Sao Tome and Principe
2024-10-26T09:30:00,,626.33,TK,1,Bahrain,Saudi Arabia
2025-04-07T03:30:00,17.166666666666668,406.60,ET,1,Bahrain,Senegal
2025-03-23T06:20:00,9.416666666666666,520.60,TK,1,Bahrain,Serbia
2025-06-20T22:55:00,29.166666666666668,2854.40,EY,1,Bahrain,Seychelles
2025-02-22T22:20:00,20.75,640.10,QR,2,Bahrain,Sierra Leone
2024-09-07T04:35:00,11.833333333333334,589.60,QR,1,Bahrain,Singapore
2024-08-05T18:35:00,24.25,551.73,MS,2,Bahrain,Slovakia
2025-04-08T22:55:00,,6148.20,EY,2,Bahrain,Slovenia
2024-09-13T03:40:00,26.166666666666668,1435.20,EK,2,Bahrain,Solomon Islands
2024-11-25T17:35:00,17.5,1514.86,GF,2,Bahrain,Somalia
2025-05-18T18:00:00,20.083333333333332,1519.16,GF,2,Bahrain,South Africa
2025-04-01T19:10:00,,1193.90,KU,2,Bahrain,South Sudan
2024-08-13T20:40:00,12.666666666666666,585.20,EY,1,Bahrain,Spain
2025-03-02T06:20:00,21.333333333333332,590.40,TK,1,Bahrain,Sri Lanka
2025-03-15T21:15:00,14.583333333333334,488.70,FZ,2,Bahrain,Sudan
2024-08-11T22:20:00,10.583333333333334,661.60,QR,1,Bahrain,Switzerland
2024-10-08T17:50:00,7.083333333333333,426.20,EK,1,Bahrain,Tajikistan
2024-09-26T17:50:00,15.583333333333334,922.00,MH,2,Bahrain,Thailand
2024-11-13T18:00:00,20.25,1574.66,GF,2,Bahrain,Togo
2024-09-13T04:35:00,25.033333333333335,1127.50,B6,2,Bahrain,Trinidad and Tobago
2024-09-04T23:45:00,18.333333333333332,537.66,LH,1,Bahrain,Tunisia
2024-10-11T12:20:00,8.916666666666666,249.50,FZ,1,Bahrain,Turkey
2025-02-07T06:20:00,23.333333333333332,522.40,TK,1,Bahrain,Turkmenistan
2024-07-05T01:40:00,12.75,475.70,EK,1,Bahrain,Uganda
2025-04-22T13:55:00,1.3333333333333333,408.80,GF,0,Bahrain,United Arab Emirates
2024-10-15T06:10:00,11.833333333333334,414.40,TK,1,Bahrain,United Kingdom
2025-02-16T22:20:00,15.916666666666666,499.60,QR,2,Bahrain,United Republic of Tanzania
2024-07-18T06:10:00,24.25,1736.00,TK,2,Bahrain,United States of America
2024-10-29T15:45:00,32.083333333333336,1792.60,QR,2,Bahrain,Uruguay
2024-12-20T17:45:00,6.833333333333333,332.20,EK,1,Bahrain,Uzbekistan
2024-10-07T15:40:00,38.666666666666664,1426.50,QR,2,Bahrain,Vanuatu
2025-02-23T17:50:00,29.416666666666668,1057.45,QR,2,Bahrain,Venezuela
2024-07-19T15:40:00,14.333333333333334,1235.60,QR,2,Bahrain,Viet Nam
2024-11-20T09:55:00,23.333333333333332,1238.90,EK,2,Bahrain,Zambia
2025-02-20T22:20:00,16.75,834.10,QR,2,Bahrain,Zimbabwe
2025-04-22T03:45:00,15.333333333333334,1754.50,QR,1,Bangladesh,Algeria
2025-03-22T01:00:00,18.416666666666668,1942.60,EK,1,Bangladesh,Angola
2024-12-11T10:45:00,37.06666666666667,1079.40,QR,2,Bangladesh,Antigua and Barbuda
